,team_home,team_away,bet_type,outcome,odd,percentage
2144,Everton,Aston Villa,Nombre de buts (intervalle),2-3,1.94,0
2145,Everton,Aston Villa,Nombre de buts (intervalle),4-6,2.7,0
2146,Everton,Aston Villa,Nombre de buts (intervalle),7 et plus,21.0,0
2147,Everton,Aston Villa,Nombre de buts de Everton,"Plus de 4,5",40.0,0
2148,Everton,Aston Villa,Nombre de buts de Everton,"Moins de 4,5",1.0,0
2149,Everton,Aston Villa,Nombre de buts de Aston Villa,"Plus de 4,5",32.0,0
2150,Everton,Aston Villa,Nombre de buts de Aston Villa,"Moins de 4,5",1.01,0
2151,Everton,Aston Villa,Nombre exact de buts de Everton,0,3.45,0
2152,Everton,Aston Villa,Nombre exact de buts de Everton,1,2.45,0
2153,Everton,Aston Villa,Nombre exact de buts de Everton,2,3.4,0
2154,Everton,Aston Villa,Nombre exact de buts de Everton,3 ou plus,4.6,0
2155,Everton,Aston Villa,Nombre exact de buts de Aston Villa,0,3.75,0
2156,Everton,Aston Villa,Nombre exact de buts de Aston Villa,1,2.55,0
2157,Everton,Aston Villa,Nombre exact de buts de Aston Villa,2,3.3,0
2158,Everton,Aston Villa,Nombre exact de buts de Aston Villa,3 ou plus,4.1,0
2159,Everton,Aston Villa,Nombre de buts de Everton (intervalle),1-2,1.52,0
2160,Everton,Aston Villa,Nombre de buts de Everton (intervalle),1-3,1.31,0
2161,Everton,Aston Villa,Nombre de buts de Everton (intervalle),2-3,2.4,0
2162,Everton,Aston Villa,Nombre de buts de Everton (intervalle),4 et plus,12.0,0
2163,Everton,Aston Villa,Nombre de buts de Everton (intervalle),0,3.45,0
2164,Everton,Aston Villa,Nombre de buts de Aston Villa (intervalle),1-2,1.52,0
2165,Everton,Aston Villa,Nombre de buts de Aston Villa (intervalle),1-3,1.29,100
2166,Everton,Aston Villa,Nombre de buts de Aston Villa (intervalle),2-3,2.25,0
2167,Everton,Aston Villa,Nombre de buts de Aston Villa (intervalle),4 et plus,10.0,0
2168,Everton,Aston Villa,Nombre de buts de Aston Villa (intervalle),0,3.75,0
2169,Everton,Aston Villa,Mi-temps/Fin de match,Aston Villa/Aston Villa,3.65,100
2170,Everton,Aston Villa,Mi-temps/Fin de match,Everton/Everton,4.1,0
2171,Everton,Aston Villa,Mi-temps/Fin de match,Match nul/Match nul,5.0,0
2172,Everton,Aston Villa,Mi-temps/Fin de match,Match nul/Aston Villa,5.5,0
2173,Everton,Aston Villa,Mi-temps/Fin de match,Match nul/Everton,6.0,0
2174,Everton,Aston Villa,Mi-temps/Fin de match,Aston Villa/Match nul,11.0,0
2175,Everton,Aston Villa,Mi-temps/Fin de match,Everton/Match nul,11.5,0
2176,Everton,Aston Villa,Mi-temps/Fin de match,Everton/Aston Villa,22.0,0
2177,Everton,Aston Villa,Mi-temps/Fin de match,Aston Villa/Everton,24.0,0
2178,Everton,Aston Villa,Marge de victoire,Everton gagne d'au moins 3 buts d'écart,11.5,0
2179,Everton,Aston Villa,Marge de victoire,Everton gagne par exactement 2 buts d'écart,7.25,0
2180,Everton,Aston Villa,Marge de victoire,Everton gagne par exactement 1 but d'écart,4.3,0
2181,Everton,Aston Villa,Marge de victoire,Match nul,3.1,0
2182,Everton,Aston Villa,Marge de victoire,Aston Villa gagne par exactement 1 but d'écart,4.0,0
2183,Everton,Aston Villa,Marge de victoire,Aston Villa gagne par exactement 2 buts d'écart,6.25,100
2184,Everton,Aston Villa,Marge de victoire,Aston Villa gagne d'au moins 3 buts d'écart,9.0,0
2185,Everton,Aston Villa,Résultat et nombre de buts,"Aston Villa et moins de 4,5",2.75,0
2186,Everton,Aston Villa,Résultat et nombre de buts,"Everton et moins de 4,5",3.1,0
2187,Everton,Aston Villa,Résultat et nombre de buts,"Match nul et moins de 4,5",3.35,0
2188,Everton,Aston Villa,Résultat et nombre de buts,"Aston Villa et plus de 4,5",8.5,0
2189,Everton,Aston Villa,Résultat et nombre de buts,"Everton et plus de 4,5",9.5,0
2190,Everton,Aston Villa,Résultat et nombre de buts,"Match nul et plus de 4,5",32.0,0
2191,Everton,Aston Villa,Résultat et les deux équipes marquent,Match nul et oui,3.85,0
2192,Everton,Aston Villa,Résultat et les deux équipes marquent,Aston Villa et oui,3.9,0
2193,Everton,Aston Villa,Résultat et les deux équipes marquent,Aston Villa et non,4.3,100
2194,Everton,Aston Villa,Résultat et les deux équipes marquent,Everton et oui,4.3,0
2195,Everton,Aston Villa,Résultat et les deux équipes marquent,Everton et non,4.8,0
2196,Everton,Aston Villa,Résultat et les deux équipes marquent,Match nul et non,11.5,0
2197,Everton,Aston Villa,Équipe qui marque le 1er but et résultat,Aston Villa marque et Aston Villa gagne,2.6,0
2198,Everton,Aston Villa,Équipe qui marque le 1er but et résultat,Everton marque et Everton gagne,2.95,0
2199,Everton,Aston Villa,Équipe qui marque le 1er but et résultat,Everton marque et match nul,6.75,0
2200,Everton,Aston Villa,Équipe qui marque le 1er but et résultat,Aston Villa marque et match nul,6.75,0
2201,Everton,Aston Villa,Équipe qui marque le 1er but et résultat,Everton marque et Aston Villa gagne,10.5,0
2202,Everton,Aston Villa,Équipe qui marque le 1er but et résultat,Aston Villa marque et Everton gagne,11.5,0
2203,Everton,Aston Villa,Équipe qui marque le 1er but et résultat,Aucun but,11.5,0
2204,Everton,Aston Villa,Double chance et nombre de buts,"Everton/Aston Villa et moins de 4,5",1.56,100
2205,Everton,Aston Villa,Double chance et nombre de buts,"Aston Villa/match nul et moins de 4,5",1.6,0
2206,Everton,Aston Villa,Double chance et nombre de buts,"Everton/match nul et moins de 4,5",1.7,0
2207,Everton,Aston Villa,Double chance et nombre de buts,"Everton/Aston Villa et plus de 4,5",4.9,0
2208,Everton,Aston Villa,Double chance et nombre de buts,"Aston Villa/match nul et plus de 4,5",7.0,0
2209,Everton,Aston Villa,Double chance et nombre de buts,"Everton/match nul et plus de 4,5",8.0,0
2210,Everton,Aston Villa,Double chance et les deux équipes marquent,Aston Villa/match nul et oui,2.05,0
2211,Everton,Aston Villa,Double chance et les deux équipes marquent,Everton/match nul et oui,2.2,0
2212,Everton,Aston Villa,Double chance et les deux équipes marquent,Everton/Aston Villa et oui,2.2,100
2213,Everton,Aston Villa,Double chance et les deux équipes marquent,Everton/Aston Villa et non,2.5,0
2214,Everton,Aston Villa,Double chance et les deux équipes marquent,Aston Villa/match nul et non,3.45,0
2215,Everton,Aston Villa,Double chance et les deux équipes marquent,Everton/match nul et non,3.75,0
2216,Everton,Aston Villa,Quelle équipe va marquer ?,Aucune,11.5,0
2217,Everton,Aston Villa,Quelle équipe va marquer ?,Seulement Everton,4.8,0
2218,Everton,Aston Villa,Quelle équipe va marquer ?,Seulement Aston Villa,4.3,0
2219,Everton,Aston Villa,Quelle équipe va marquer ?,Les deux équipes,1.5,0
2220,Everton,Aston Villa,Everton garde sa cage inviolée,Oui,3.75,0
2221,Everton,Aston Villa,Everton garde sa cage inviolée,Non,1.2,0
2222,Everton,Aston Villa,Aston Villa garde sa cage inviolée,Oui,3.45,0
2223,Everton,Aston Villa,Aston Villa garde sa cage inviolée,Non,1.23,0
2224,Everton,Aston Villa,Everton gagne sans concéder de but,Oui,4.8,0
2225,Everton,Aston Villa,Everton gagne sans concéder de but,Non,1.13,0
2226,Everton,Aston Villa,Aston Villa gagne sans concéder de but,Oui,4.3,0
2227,Everton,Aston Villa,Aston Villa gagne sans concéder de but,Non,1.15,100
2228,Everton,Aston Villa,Everton gagne une des mi-temps,Oui,1.74,100
2229,Everton,Aston Villa,Everton gagne une des mi-temps,Non,1.78,0
2230,Everton,Aston Villa,Aston Villa gagne une des mi-temps,Oui,1.62,0
2231,Everton,Aston Villa,Aston Villa gagne une des mi-temps,Non,1.94,0
2232,Everton,Aston Villa,Everton gagne les deux mi-temps,Oui,8.0,0
2233,Everton,Aston Villa,Everton gagne les deux mi-temps,Non,1.05,0
2234,Everton,Aston Villa,Aston Villa gagne les deux mi-temps,Oui,7.0,0
2235,Everton,Aston Villa,Aston Villa gagne les deux mi-temps,Non,1.07,0
2236,Everton,Aston Villa,Everton marque dans les deux mi-temps,Oui,3.35,99
2237,Everton,Aston Villa,Everton marque dans les deux mi-temps,Non,1.24,1
2238,Everton,Aston Villa,Aston Villa marque dans les deux mi-temps,Oui,3.05,100
2239,Everton,Aston Villa,Aston Villa marque dans les deux mi-temps,Non,1.28,0
2240,Everton,Aston Villa,Mi-temps - Double chance,Everton ou match nul,1.33,0
2241,Everton,Aston Villa,Mi-temps - Double chance,Everton ou Aston Villa,1.52,9
2242,Everton,Aston Villa,Mi-temps - Double chance,Aston Villa ou match nul,1.29,91
2243,Everton,Aston Villa,Mi-temps - Les 2 équipes marquent,Oui,3.7,0
2244,Everton,Aston Villa,Mi-temps - Les 2 équipes marquent,Non,1.2,0
2245,Everton,Aston Villa,Mi-temps - Nombre de buts de Everton,"Plus de 2,5",25.0,0
2246,Everton,Aston Villa,Mi-temps - Nombre de buts de Everton,"Moins de 2,5",1.01,0
2247,Everton,Aston Villa,Mi-temps - Nombre de buts de Aston Villa,"Plus de 2,5",21.0,0
2248,Everton,Aston Villa,Mi-temps - Nombre de buts de Aston Villa,"Moins de 2,5",1.01,0
2249,Everton,Aston Villa,Mi-temps - Nombre exact de buts,0,2.95,0
2250,Everton,Aston Villa,Mi-temps - Nombre exact de buts,1,2.45,0
2251,Everton,Aston Villa,Mi-temps - Nombre exact de buts,2,3.65,0
2252,Everton,Aston Villa,Mi-temps - Nombre exact de buts,3 ou plus,5.4,0
2253,Everton,Aston Villa,Mi-temps - Nombre de buts (intervalle),0,2.95,0
2254,Everton,Aston Villa,Mi-temps - Nombre de buts (intervalle),1-2,1.56,0
2255,Everton,Aston Villa,Mi-temps - Nombre de buts (intervalle),1-3,1.36,0
2256,Everton,Aston Villa,Mi-temps - Nombre de buts (intervalle),2-3,2.6,0
2257,Everton,Aston Villa,Mi-temps - Nombre de buts (intervalle),4 et plus,15.0,0
2258,Everton,Aston Villa,Mi-temps - Vainqueur (remboursé si match nul),Everton,1.84,0
2259,Everton,Aston Villa,Mi-temps - Vainqueur (remboursé si match nul),Aston Villa,1.68,0
2260,Everton,Aston Villa,Mi-temps - Everton gardera t-il sa cage inviolée ?,Oui,1.7,0
2261,Everton,Aston Villa,Mi-temps - Everton gardera t-il sa cage inviolée ?,Non,1.82,0
2262,Everton,Aston Villa,Mi-temps - Aston Villa gardera t-il sa cage inviolée ?,Oui,1.64,0
2263,Everton,Aston Villa,Mi-temps - Aston Villa gardera t-il sa cage inviolée ?,Non,1.92,0
2264,Everton,Aston Villa,Mi-temps - Résultat et nombre de buts,"Match nul et moins de 1,5",2.95,0
2265,Everton,Aston Villa,Mi-temps - Résultat et nombre de buts,"Aston Villa et moins de 1,5",4.3,0
2266,Everton,Aston Villa,Mi-temps - Résultat et nombre de buts,"Everton et moins de 1,5",4.6,0
2267,Everton,Aston Villa,Mi-temps - Résultat et nombre de buts,"Aston Villa et plus de 1,5",5.9,0
2268,Everton,Aston Villa,Mi-temps - Résultat et nombre de buts,"Match nul et plus de 1,5",6.0,0
2269,Everton,Aston Villa,Mi-temps - Résultat et nombre de buts,"Everton et plus de 1,5",6.5,0
2270,Everton,Aston Villa,Mi-temps  - Double chance et les deux équipes marquent,Aston Villa/match nul et non,1.64,0
2271,Everton,Aston Villa,Mi-temps  - Double chance et les deux équipes marquent,Everton/match nul et non,1.7,0
2272,Everton,Aston Villa,Mi-temps  - Double chance et les deux équipes marquent,Everton/Aston Villa et non,1.78,0
2273,Everton,Aston Villa,Mi-temps  - Double chance et les deux équipes marquent,Aston Villa/match nul et oui,4.4,0
2274,Everton,Aston Villa,Mi-temps  - Double chance et les deux équipes marquent,Everton/match nul et oui,4.5,0
2275,Everton,Aston Villa,Mi-temps  - Double chance et les deux équipes marquent,Everton/Aston Villa et oui,7.25,0
2276,Everton,Aston Villa,Mi-temps avec le plus de buts,1re mi-temps,2.95,0
2277,Everton,Aston Villa,Mi-temps avec le plus de buts,Égalité,3.35,0
2278,Everton,Aston Villa,Mi-temps avec le plus de buts,2de mi-temps,1.88,0
2279,Fulham,Everton,Résultat,Fulham,2.3,35
2280,Fulham,Everton,Résultat,Match nul,3.05,56
2281,Fulham,Everton,Résultat,Everton,2.55,9
2282,Fulham,Everton,Double chance,Fulham ou match nul,1.39,93
2283,Fulham,Everton,Double chance,Fulham ou Everton,1.28,3
2284,Fulham,Everton,Double chance,Everton ou match nul,1.47,4
2285,Fulham,Everton,Score exact,0 - 0,9.0,0
2286,Fulham,Everton,Score exact,1 - 0,7.5,0
2287,Fulham,Everton,Score exact,2 - 0,10.5,0
2288,Fulham,Everton,Score exact,3 - 0,21.0,0
2289,Fulham,Everton,Score exact,4 - 0,50.0,0
2290,Fulham,Everton,Score exact,5 - 0,100.0,0
2291,Fulham,Everton,Score exact,0 - 1,8.0,0
2292,Fulham,Everton,Score exact,1 - 1,5.6,0
2293,Fulham,Everton,Score exact,2 - 1,8.5,0
2294,Fulham,Everton,Score exact,3 - 1,17.0,0
2295,Fulham,Everton,Score exact,4 - 1,42.0,0
2296,Fulham,Everton,Score exact,5 - 1,85.0,0
2297,Fulham,Everton,Score exact,0 - 2,11.5,0
2298,Fulham,Everton,Score exact,1 - 2,9.0,0
2299,Fulham,Everton,Score exact,2 - 2,11.5,0
2300,Fulham,Everton,Score exact,3 - 2,26.0,0
2301,Fulham,Everton,Score exact,4 - 2,55.0,0
2302,Fulham,Everton,Score exact,5 - 2,110.0,0
2303,Fulham,Everton,Score exact,0 - 3,25.0,0
2304,Fulham,Everton,Score exact,1 - 3,19.0,0
2305,Fulham,Everton,Score exact,2 - 3,27.0,0
2306,Fulham,Everton,Score exact,3 - 3,46.0,0
2307,Fulham,Everton,Score exact,4 - 3,85.0,0
2308,Fulham,Everton,Score exact,5 - 3,200.0,0
2309,Fulham,Everton,Score exact,0 - 4,55.0,0
2310,Fulham,Everton,Score exact,1 - 4,48.0,0
2311,Fulham,Everton,Score exact,2 - 4,55.0,0
2312,Fulham,Everton,Score exact,3 - 4,90.0,0
2313,Fulham,Everton,Score exact,4 - 4,170.0,0
2314,Fulham,Everton,Score exact,5 - 4,450.0,0
2315,Fulham,Everton,Score exact,0 - 5,120.0,0
2316,Fulham,Everton,Score exact,1 - 5,100.0,0
2317,Fulham,Everton,Score exact,2 - 5,130.0,0
2318,Fulham,Everton,Score exact,3 - 5,225.0,0
2319,Fulham,Everton,Score exact,4 - 5,450.0,0
2320,Fulham,Everton,Score exact,Autre,65.0,0
2321,Fulham,Everton,Score exact multichance,1-0 ou 2-0 ou 3-0,4.2,0
2322,Fulham,Everton,Score exact multichance,0-1 ou 0-2 ou 0-3,4.6,0
2323,Fulham,Everton,Score exact multichance,4-0 ou 5-0 ou 6-0,40.0,0
2324,Fulham,Everton,Score exact multichance,0-4 ou 0-5 ou 0-6,48.0,0
2325,Fulham,Everton,Score exact multichance,2-1 ou 3-1 ou 4-1,5.7,0
2326,Fulham,Everton,Score exact multichance,1-2 ou 1-3 ou 1-4,6.0,0
2327,Fulham,Everton,Score exact multichance,3-2 ou 4-2 ou 4-3 ou 5-1,16.0,0
2328,Fulham,Everton,Score exact multichance,2-3 ou 2-4 ou 3-4 ou 1-5,18.0,0
2329,Fulham,Everton,Score exact multichance,Autre victoire à domicile,60.0,0
2330,Fulham,Everton,Score exact multichance,Autre victoire à l'extérieur,70.0,0
2331,Fulham,Everton,Score exact multichance,Match nul,3.0,0
2332,Fulham,Everton,Les 2 équipes marquent,Oui,1.68,100
2333,Fulham,Everton,Les 2 équipes marquent,Non,1.96,0
2334,Fulham,Everton,Écart de buts|Fulham gagne par au moins 3 buts d'écart,Oui,10.5,0
2335,Fulham,Everton,Écart de buts|Fulham gagne par au moins 3 buts d'écart,Non,1.03,100
2336,Fulham,Everton,Écart de buts|Fulham gagne par au moins 2 buts d'écart,Oui,4.4,0
2337,Fulham,Everton,Écart de buts|Fulham gagne par au moins 2 buts d'écart,Non,1.15,0
2338,Fulham,Everton,Écart de buts|Everton gagne par au moins 2 buts d'écart,Non,1.12,100
2339,Fulham,Everton,Écart de buts|Everton gagne par au moins 2 buts d'écart,Oui,5.0,0
2340,Fulham,Everton,Écart de buts (handicap),Fulham +1.5,1.12,100
2341,Fulham,Everton,Écart de buts (handicap),Everton -1.5,5.0,0
2342,Fulham,Everton,Nombre de buts,Plus de 5,12.0,0
2343,Fulham,Everton,Nombre de buts,Moins de 5,1.05,0
2344,Fulham,Everton,Vainqueur (remboursé si match nul),Fulham,1.72,100
2345,Fulham,Everton,Vainqueur (remboursé si match nul),Everton,1.9,0
2346,Fulham,Everton,Équipe qui marque le 1er but,Fulham,1.84,0
2347,Fulham,Everton,Équipe qui marque le 1er but,Aucune,9.0,0
2348,Fulham,Everton,Équipe qui marque le 1er but,Everton,1.94,0
2349,Fulham,Everton,Équipe qui marque le dernier but,Fulham,1.84,0
2350,Fulham,Everton,Équipe qui marque le dernier but,Aucune,9.0,0
2351,Fulham,Everton,Équipe qui marque le dernier but,Everton,1.94,0
2352,Fulham,Everton,Mi-temps - Résultat,Fulham,2.9,0
2353,Fulham,Everton,Mi-temps - Résultat,Match nul,2.0,0
2354,Fulham,Everton,Mi-temps - Résultat,Everton,3.1,0
2355,Fulham,Everton,Mi-temps - Score exact,0 - 0,2.6,0
2356,Fulham,Everton,Mi-temps - Score exact,1 - 1,7.0,0
2357,Fulham,Everton,Mi-temps - Score exact,2 - 2,50.0,0
2358,Fulham,Everton,Mi-temps - Score exact,1 - 0,4.3,0
2359,Fulham,Everton,Mi-temps - Score exact,2 - 0,12.0,0
2360,Fulham,Everton,Mi-temps - Score exact,2 - 1,20.0,0
2361,Fulham,Everton,Mi-temps - Score exact,0 - 1,4.5,0
2362,Fulham,Everton,Mi-temps - Score exact,0 - 2,13.5,0
2363,Fulham,Everton,Mi-temps - Score exact,1 - 2,22.0,0
2364,Fulham,Everton,Mi-temps - Score exact,Autre,16.0,0
2365,Fulham,Everton,Mi-temps - Nombre de buts,Plus de 3,20.0,0
2366,Fulham,Everton,Mi-temps - Nombre de buts,Moins de 3,1.01,0
2367,Fulham,Everton,Mi-temps - Écart de buts (handicap),Fulham +0.5,1.27,0
2368,Fulham,Everton,Mi-temps - Écart de buts (handicap),Everton -0.5,3.1,0
2369,Fulham,Everton,Minute du 1er but (10 min),1-10,4.2,0
2370,Fulham,Everton,Minute du 1er but (10 min),11-20,4.4,0
2371,Fulham,Everton,Minute du 1er but (10 min),21-30,5.4,0
2372,Fulham,Everton,Minute du 1er but (10 min),31-40,6.5,0
2373,Fulham,Everton,Minute du 1er but (10 min),41-50,7.25,0
2374,Fulham,Everton,Minute du 1er but (10 min),51-60,9.0,0
2375,Fulham,Everton,Minute du 1er but (10 min),61-70,12.0,0
2376,Fulham,Everton,Minute du 1er but (10 min),71-80,16.0,0
2377,Fulham,Everton,Minute du 1er but (10 min),81-90,16.0,0
2378,Fulham,Everton,Minute du 1er but (10 min),Aucun,9.0,0
2379,Fulham,Everton,Minute du 1er but (15 min),1-15,3.0,0
2380,Fulham,Everton,Minute du 1er but (15 min),16-30,3.65,0
2381,Fulham,Everton,Minute du 1er but (15 min),31-45,4.4,0
2382,Fulham,Everton,Minute du 1er but (15 min),46-60,6.5,0
2383,Fulham,Everton,Minute du 1er but (15 min),61-75,9.0,0
2384,Fulham,Everton,Minute du 1er but (15 min),76-90,11.0,0
2385,Fulham,Everton,Minute du 1er but (15 min),Aucun,9.0,0
2386,Fulham,Everton,Nombre exact de buts,0,9.0,0
2387,Fulham,Everton,Nombre exact de buts,1,4.3,0
2388,Fulham,Everton,Nombre exact de buts,2,3.3,0
2389,Fulham,Everton,Nombre exact de buts,3,3.8,0
2390,Fulham,Everton,Nombre exact de buts,4,5.2,0
2391,Fulham,Everton,Nombre exact de buts,5,9.0,0
2392,Fulham,Everton,Nombre exact de buts,6,18.0,0
2393,Fulham,Everton,Nombre exact de buts,7,42.0,0
2394,Fulham,Everton,Nombre exact de buts,8,70.0,0
2395,Fulham,Everton,Nombre exact de buts,9 ou plus,100.0,0
2396,Fulham,Everton,Nombre de buts (intervalle),0-1,3.25,0
2397,Fulham,Everton,Nombre de buts (intervalle),2-3,1.88,0
2398,Fulham,Everton,Nombre de buts (intervalle),4-6,3.25,0
2399,Fulham,Everton,Nombre de buts (intervalle),7 et plus,32.0,0
2400,Fulham,Everton,Nombre de buts de Fulham,"Plus de 4,5",42.0,0
2401,Fulham,Everton,Nombre de buts de Fulham,"Moins de 4,5",1.0,0
2402,Fulham,Everton,Nombre de buts de Everton,"Plus de 4,5",50.0,0
2403,Fulham,Everton,Nombre de buts de Everton,"Moins de 4,5",1.0,0
2404,Fulham,Everton,Nombre exact de buts de Fulham,0,3.25,0
2405,Fulham,Everton,Nombre exact de buts de Fulham,1,2.4,0
2406,Fulham,Everton,Nombre exact de buts de Fulham,2,3.5,0
2407,Fulham,Everton,Nombre exact de buts de Fulham,3 ou plus,4.9,0
2408,Fulham,Everton,Nombre exact de buts de Everton,0,3.05,0
2409,Fulham,Everton,Nombre exact de buts de Everton,1,2.35,0
2410,Fulham,Everton,Nombre exact de buts de Everton,2,3.6,0
2411,Fulham,Everton,Nombre exact de buts de Everton,3 ou plus,5.5,0
2412,Fulham,Everton,Nombre de buts de Fulham (intervalle),1-2,1.52,0
2413,Fulham,Everton,Nombre de buts de Fulham (intervalle),1-3,1.32,0
2414,Fulham,Everton,Nombre de buts de Fulham (intervalle),2-3,2.45,0
2415,Fulham,Everton,Nombre de buts de Fulham (intervalle),4 et plus,13.5,0
2416,Fulham,Everton,Nombre de buts de Fulham (intervalle),0,3.25,0
2417,Fulham,Everton,Nombre de buts de Everton (intervalle),1-2,1.54,0
2418,Fulham,Everton,Nombre de buts de Everton (intervalle),1-3,1.34,0
2419,Fulham,Everton,Nombre de buts de Everton (intervalle),2-3,2.6,0
2420,Fulham,Everton,Nombre de buts de Everton (intervalle),4 et plus,16.0,0
2421,Fulham,Everton,Nombre de buts de Everton (intervalle),0,3.05,0
2422,Fulham,Everton,Mi-temps/Fin de match,Fulham/Fulham,3.8,0
2423,Fulham,Everton,Mi-temps/Fin de match,Everton/Everton,4.2,0
2424,Fulham,Everton,Mi-temps/Fin de match,Match nul/Match nul,4.6,0
2425,Fulham,Everton,Mi-temps/Fin de match,Match nul/Fulham,5.4,0
2426,Fulham,Everton,Mi-temps/Fin de match,Match nul/Everton,5.8,0
2427,Fulham,Everton,Mi-temps/Fin de match,Fulham/Match nul,11.5,0
2428,Fulham,Everton,Mi-temps/Fin de match,Everton/Match nul,11.5,0
2429,Fulham,Everton,Mi-temps/Fin de match,Everton/Fulham,24.0,0
2430,Fulham,Everton,Mi-temps/Fin de match,Fulham/Everton,26.0,0
2431,Fulham,Everton,Marge de victoire,Fulham gagne d'au moins 3 buts d'écart,10.5,0
2432,Fulham,Everton,Marge de victoire,Fulham gagne par exactement 2 buts d'écart,6.5,0
2433,Fulham,Everton,Marge de victoire,Fulham gagne par exactement 1 but d'écart,3.95,0
2434,Fulham,Everton,Marge de victoire,Match nul,3.0,0
2435,Fulham,Everton,Marge de victoire,Everton gagne par exactement 1 but d'écart,4.1,0
2436,Fulham,Everton,Marge de victoire,Everton gagne par exactement 2 buts d'écart,7.25,0
2437,Fulham,Everton,Marge de victoire,Everton gagne d'au moins 3 buts d'écart,13.0,0
2438,Fulham,Everton,Résultat et nombre de buts,"Fulham et moins de 4,5",2.65,0
2439,Fulham,Everton,Résultat et nombre de buts,"Everton et moins de 4,5",2.95,0
2440,Fulham,Everton,Résultat et nombre de buts,"Match nul et moins de 4,5",3.1,0
2441,Fulham,Everton,Résultat et nombre de buts,"Fulham et plus de 4,5",11.0,0
2442,Fulham,Everton,Résultat et nombre de buts,"Everton et plus de 4,5",12.5,0
2443,Fulham,Everton,Résultat et nombre de buts,"Match nul et plus de 4,5",42.0,0
2444,Fulham,Everton,Résultat et les deux équipes marquent,Match nul et oui,3.9,0
2445,Fulham,Everton,Résultat et les deux équipes marquent,Fulham et non,4.0,0
2446,Fulham,Everton,Résultat et les deux équipes marquent,Everton et non,4.4,0
2447,Fulham,Everton,Résultat et les deux équipes marquent,Fulham et oui,4.4,0
2448,Fulham,Everton,Résultat et les deux équipes marquent,Everton et oui,4.7,0
2449,Fulham,Everton,Résultat et les deux équipes marquent,Match nul et non,9.0,0
2450,Fulham,Everton,Équipe qui marque le 1er but et résultat,Fulham marque et Fulham gagne,2.6,0
2451,Fulham,Everton,Équipe qui marque le 1er but et résultat,Everton marque et Everton gagne,2.9,0
2452,Fulham,Everton,Équipe qui marque le 1er but et résultat,Fulham marque et match nul,7.0,0
2453,Fulham,Everton,Équipe qui marque le 1er but et résultat,Everton marque et match nul,7.0,0
2454,Fulham,Everton,Équipe qui marque le 1er but et résultat,Aucun but,9.0,0
2455,Fulham,Everton,Équipe qui marque le 1er but et résultat,Everton marque et Fulham gagne,12.0,0
2456,Fulham,Everton,Équipe qui marque le 1er but et résultat,Fulham marque et Everton gagne,13.0,0
2457,Fulham,Everton,Double chance et nombre de buts,"Fulham/Everton et moins de 4,5",1.5,0
2458,Fulham,Everton,Double chance et nombre de buts,"Fulham/match nul et moins de 4,5",1.54,0
2459,Fulham,Everton,Double chance et nombre de buts,"Everton/match nul et moins de 4,5",1.6,0
2460,Fulham,Everton,Double chance et nombre de buts,"Fulham/Everton et plus de 4,5",6.25,0
2461,Fulham,Everton,Double chance et nombre de buts,"Fulham/match nul et plus de 4,5",9.0,0
2462,Fulham,Everton,Double chance et nombre de buts,"Everton/match nul et plus de 4,5",10.0,0
2463,Fulham,Everton,Double chance et les deux équipes marquent,Fulham/match nul et oui,2.25,0
2464,Fulham,Everton,Double chance et les deux équipes marquent,Fulham/Everton et non,2.25,0
2465,Fulham,Everton,Double chance et les deux équipes marquent,Everton/match nul et oui,2.35,0
2466,Fulham,Everton,Double chance et les deux équipes marquent,Fulham/Everton et oui,2.5,0
2467,Fulham,Everton,Double chance et les deux équipes marquent,Fulham/match nul et non,3.05,0
2468,Fulham,Everton,Double chance et les deux équipes marquent,Everton/match nul et non,3.25,0
2469,Fulham,Everton,Quelle équipe va marquer ?,Aucune,9.0,0
2470,Fulham,Everton,Quelle équipe va marquer ?,Seulement Fulham,4.0,0
2471,Fulham,Everton,Quelle équipe va marquer ?,Seulement Everton,4.4,0
2472,Fulham,Everton,Quelle équipe va marquer ?,Les deux équipes,1.64,0
2473,Fulham,Everton,Fulham garde sa cage inviolée,Oui,3.05,0
2474,Fulham,Everton,Fulham garde sa cage inviolée,Non,1.28,0
2475,Fulham,Everton,Everton garde sa cage inviolée,Oui,3.25,0
2476,Fulham,Everton,Everton garde sa cage inviolée,Non,1.25,0
2477,Fulham,Everton,Fulham gagne sans concéder de but,Oui,4.0,0
2478,Fulham,Everton,Fulham gagne sans concéder de but,Non,1.18,0
2479,Fulham,Everton,Everton gagne sans concéder de but,Oui,4.4,0
2480,Fulham,Everton,Everton gagne sans concéder de but,Non,1.15,0
2481,Fulham,Everton,Fulham gagne une des mi-temps,Oui,1.68,0
2482,Fulham,Everton,Fulham gagne une des mi-temps,Non,1.86,0
2483,Fulham,Everton,Everton gagne une des mi-temps,Oui,1.78,0
2484,Fulham,Everton,Everton gagne une des mi-temps,Non,1.74,0
2485,Fulham,Everton,Fulham gagne les deux mi-temps,Oui,7.5,0
2486,Fulham,Everton,Fulham gagne les deux mi-temps,Non,1.05,0
2487,Fulham,Everton,Everton gagne les deux mi-temps,Oui,8.5,0
2488,Fulham,Everton,Everton gagne les deux mi-temps,Non,1.04,0
2489,Fulham,Everton,Fulham marque dans les deux mi-temps,Oui,3.5,0
2490,Fulham,Everton,Fulham marque dans les deux mi-temps,Non,1.22,0
