,team_home,team_away,bet_type,outcome,odd,percentage
0,Arsenal,Crystal Palace,Résultat,Arsenal,1.28,98
1,Arsenal,Crystal Palace,Résultat,Match nul,4.3,1
2,Arsenal,Crystal Palace,Résultat,Crystal Palace,7.25,1
3,Arsenal,Crystal Palace,Double chance,Arsenal ou match nul,1.03,87
4,Arsenal,Crystal Palace,Double chance,Arsenal ou Crystal Palace,1.13,13
5,Arsenal,Crystal Palace,Double chance,Crystal Palace ou match nul,3.05,0
6,Arsenal,Crystal Palace,Score exact,0 - 0,11.5,0
7,Arsenal,Crystal Palace,Score exact,1 - 0,5.9,0
8,Arsenal,Crystal Palace,Score exact,2 - 0,5.5,0
9,Arsenal,Crystal Palace,Score exact,3 - 0,7.25,0
10,Arsenal,Crystal Palace,Score exact,4 - 0,12.5,0
11,Arsenal,Crystal Palace,Score exact,5 - 0,26.0,0
12,Arsenal,Crystal Palace,Score exact,0 - 1,16.0,0
13,Arsenal,Crystal Palace,Score exact,1 - 1,8.0,0
14,Arsenal,Crystal Palace,Score exact,2 - 1,7.75,100
15,Arsenal,Crystal Palace,Score exact,3 - 1,10.0,0
16,Arsenal,Crystal Palace,Score exact,4 - 1,18.0,0
17,Arsenal,Crystal Palace,Score exact,5 - 1,36.0,0
18,Arsenal,Crystal Palace,Score exact,0 - 2,40.0,0
19,Arsenal,Crystal Palace,Score exact,1 - 2,22.0,0
20,Arsenal,Crystal Palace,Score exact,2 - 2,20.0,0
21,Arsenal,Crystal Palace,Score exact,3 - 2,27.0,0
22,Arsenal,Crystal Palace,Score exact,4 - 2,44.0,0
23,Arsenal,Crystal Palace,Score exact,5 - 2,65.0,0
24,Arsenal,Crystal Palace,Score exact,0 - 3,95.0,0
25,Arsenal,Crystal Palace,Score exact,1 - 3,60.0,0
26,Arsenal,Crystal Palace,Score exact,2 - 3,60.0,0
27,Arsenal,Crystal Palace,Score exact,3 - 3,65.0,0
28,Arsenal,Crystal Palace,Score exact,4 - 3,100.0,0
29,Arsenal,Crystal Palace,Score exact,5 - 3,170.0,0
30,Arsenal,Crystal Palace,Score exact,0 - 4,350.0,0
31,Arsenal,Crystal Palace,Score exact,1 - 4,180.0,0
32,Arsenal,Crystal Palace,Score exact,2 - 4,180.0,0
33,Arsenal,Crystal Palace,Score exact,3 - 4,225.0,0
34,Arsenal,Crystal Palace,Score exact,4 - 4,400.0,0
35,Arsenal,Crystal Palace,Score exact,5 - 4,450.0,0
36,Arsenal,Crystal Palace,Score exact,0 - 5,500.0,0
37,Arsenal,Crystal Palace,Score exact,1 - 5,500.0,0
38,Arsenal,Crystal Palace,Score exact,2 - 5,500.0,0
39,Arsenal,Crystal Palace,Score exact,3 - 5,500.0,0
40,Arsenal,Crystal Palace,Score exact,4 - 5,500.0,0
41,Arsenal,Crystal Palace,Score exact,Autre,26.0,0
42,Arsenal,Crystal Palace,Score exact multichance,1-0 ou 2-0 ou 3-0,2.35,0
43,Arsenal,Crystal Palace,Score exact multichance,0-1 ou 0-2 ou 0-3,12.0,0
44,Arsenal,Crystal Palace,Score exact multichance,4-0 ou 5-0 ou 6-0,8.0,0
45,Arsenal,Crystal Palace,Score exact multichance,0-4 ou 0-5 ou 0-6,100.0,0
46,Arsenal,Crystal Palace,Score exact multichance,2-1 ou 3-1 ou 4-1,4.1,0
47,Arsenal,Crystal Palace,Score exact multichance,1-2 ou 1-3 ou 1-4,17.0,0
48,Arsenal,Crystal Palace,Score exact multichance,3-2 ou 4-2 ou 4-3 ou 5-1,12.5,0
49,Arsenal,Crystal Palace,Score exact multichance,2-3 ou 2-4 ou 3-4 ou 1-5,50.0,0
50,Arsenal,Crystal Palace,Score exact multichance,Autre victoire à domicile,28.0,0
51,Arsenal,Crystal Palace,Score exact multichance,Autre victoire à l'extérieur,100.0,0
52,Arsenal,Crystal Palace,Score exact multichance,Match nul,4.3,0
53,Arsenal,Crystal Palace,Les 2 équipes marquent,Oui,2.05,84
54,Arsenal,Crystal Palace,Les 2 équipes marquent,Non,1.62,16
55,Arsenal,Crystal Palace,Écart de buts|Arsenal gagne par au moins 4 buts d'écart,Oui,6.25,0
56,Arsenal,Crystal Palace,Écart de buts|Arsenal gagne par au moins 4 buts d'écart,Non,1.08,100
57,Arsenal,Crystal Palace,Écart de buts|Arsenal gagne par au moins 3 buts d'écart,Oui,3.25,19
58,Arsenal,Crystal Palace,Écart de buts|Arsenal gagne par au moins 3 buts d'écart,Non,1.25,81
59,Arsenal,Crystal Palace,Écart de buts|Arsenal gagne par au moins 2 buts d'écart,Oui,1.86,100
60,Arsenal,Crystal Palace,Écart de buts|Arsenal gagne par au moins 2 buts d'écart,Non,1.68,0
61,Arsenal,Crystal Palace,Écart de buts (handicap),Arsenal -1.5,1.86,100
62,Arsenal,Crystal Palace,Écart de buts (handicap),Crystal Palace +1.5,1.68,0
63,Arsenal,Crystal Palace,Nombre de buts,Plus de 5,9.5,0
64,Arsenal,Crystal Palace,Nombre de buts,Moins de 5,1.06,0
65,Arsenal,Crystal Palace,Vainqueur (remboursé si match nul),Arsenal,1.09,100
66,Arsenal,Crystal Palace,Vainqueur (remboursé si match nul),Crystal Palace,5.4,0
67,Arsenal,Crystal Palace,Équipe qui marque le 1er but,Arsenal,1.29,100
68,Arsenal,Crystal Palace,Équipe qui marque le 1er but,Aucune,11.5,0
69,Arsenal,Crystal Palace,Équipe qui marque le 1er but,Crystal Palace,3.65,0
70,Arsenal,Crystal Palace,Équipe qui marque le dernier but,Arsenal,1.29,0
71,Arsenal,Crystal Palace,Équipe qui marque le dernier but,Aucune,11.5,0
72,Arsenal,Crystal Palace,Équipe qui marque le dernier but,Crystal Palace,3.65,0
73,Arsenal,Crystal Palace,Mi-temps - Résultat,Arsenal,1.72,100
74,Arsenal,Crystal Palace,Mi-temps - Résultat,Match nul,2.3,0
75,Arsenal,Crystal Palace,Mi-temps - Résultat,Crystal Palace,6.5,0
76,Arsenal,Crystal Palace,Mi-temps - Score exact,0 - 0,2.9,0
77,Arsenal,Crystal Palace,Mi-temps - Score exact,1 - 1,8.5,0
78,Arsenal,Crystal Palace,Mi-temps - Score exact,2 - 2,65.0,0
79,Arsenal,Crystal Palace,Mi-temps - Score exact,1 - 0,3.05,0
80,Arsenal,Crystal Palace,Mi-temps - Score exact,2 - 0,5.8,0
81,Arsenal,Crystal Palace,Mi-temps - Score exact,2 - 1,17.0,0
82,Arsenal,Crystal Palace,Mi-temps - Score exact,0 - 1,8.0,0
83,Arsenal,Crystal Palace,Mi-temps - Score exact,0 - 2,42.0,0
84,Arsenal,Crystal Palace,Mi-temps - Score exact,1 - 2,44.0,0
85,Arsenal,Crystal Palace,Mi-temps - Score exact,Autre,9.0,0
86,Arsenal,Crystal Palace,Mi-temps - Nombre de buts,Plus de 3,16.0,0
87,Arsenal,Crystal Palace,Mi-temps - Nombre de buts,Moins de 3,1.02,0
88,Arsenal,Crystal Palace,Mi-temps - Écart de buts (handicap),Arsenal 0,1.15,0
89,Arsenal,Crystal Palace,Mi-temps - Écart de buts (handicap),Crystal Palace 0,4.3,0
90,Arsenal,Crystal Palace,Minute du 1er but (10 min),1-10,3.95,0
91,Arsenal,Crystal Palace,Minute du 1er but (10 min),11-20,4.2,0
92,Arsenal,Crystal Palace,Minute du 1er but (10 min),21-30,5.2,0
93,Arsenal,Crystal Palace,Minute du 1er but (10 min),31-40,6.5,0
94,Arsenal,Crystal Palace,Minute du 1er but (10 min),41-50,7.25,0
95,Arsenal,Crystal Palace,Minute du 1er but (10 min),51-60,9.5,0
96,Arsenal,Crystal Palace,Minute du 1er but (10 min),61-70,13.0,0
97,Arsenal,Crystal Palace,Minute du 1er but (10 min),71-80,17.0,0
98,Arsenal,Crystal Palace,Minute du 1er but (10 min),81-90,17.0,0
99,Arsenal,Crystal Palace,Minute du 1er but (10 min),Aucun,11.5,0
100,Arsenal,Crystal Palace,Minute du 1er but (15 min),1-15,2.8,0
101,Arsenal,Crystal Palace,Minute du 1er but (15 min),16-30,3.5,0
102,Arsenal,Crystal Palace,Minute du 1er but (15 min),31-45,4.4,0
103,Arsenal,Crystal Palace,Minute du 1er but (15 min),46-60,6.75,0
104,Arsenal,Crystal Palace,Minute du 1er but (15 min),61-75,9.5,0
105,Arsenal,Crystal Palace,Minute du 1er but (15 min),76-90,12.5,0
106,Arsenal,Crystal Palace,Minute du 1er but (15 min),Aucun,11.5,0
107,Arsenal,Crystal Palace,Nombre exact de buts,0,11.5,0
108,Arsenal,Crystal Palace,Nombre exact de buts,1,4.6,0
109,Arsenal,Crystal Palace,Nombre exact de buts,2,3.5,0
110,Arsenal,Crystal Palace,Nombre exact de buts,3,3.65,0
111,Arsenal,Crystal Palace,Nombre exact de buts,4,4.8,0
112,Arsenal,Crystal Palace,Nombre exact de buts,5,7.75,0
113,Arsenal,Crystal Palace,Nombre exact de buts,6,15.0,0
114,Arsenal,Crystal Palace,Nombre exact de buts,7,34.0,0
115,Arsenal,Crystal Palace,Nombre exact de buts,8,60.0,0
116,Arsenal,Crystal Palace,Nombre exact de buts,9 ou plus,100.0,0
117,Arsenal,Crystal Palace,Nombre de buts (intervalle),0-1,3.65,0
118,Arsenal,Crystal Palace,Nombre de buts (intervalle),2-3,1.9,0
119,Arsenal,Crystal Palace,Nombre de buts (intervalle),4-6,2.9,0
120,Arsenal,Crystal Palace,Nombre de buts (intervalle),7 et plus,24.0,0
121,Arsenal,Crystal Palace,Nombre de buts de Arsenal,"Plus de 4,5",10.0,0
122,Arsenal,Crystal Palace,Nombre de buts de Arsenal,"Moins de 4,5",1.04,100
123,Arsenal,Crystal Palace,Nombre de buts de Crystal Palace,"Plus de 2,5",21.0,0
124,Arsenal,Crystal Palace,Nombre de buts de Crystal Palace,"Moins de 2,5",1.01,0
125,Arsenal,Crystal Palace,Nombre exact de buts de Arsenal,0,6.5,0
126,Arsenal,Crystal Palace,Nombre exact de buts de Arsenal,1,3.35,0
127,Arsenal,Crystal Palace,Nombre exact de buts de Arsenal,2,3.1,0
128,Arsenal,Crystal Palace,Nombre exact de buts de Arsenal,3 ou plus,2.3,0
129,Arsenal,Crystal Palace,Nombre exact de buts de Crystal Palace,0,1.74,0
130,Arsenal,Crystal Palace,Nombre exact de buts de Crystal Palace,1,2.45,0
131,Arsenal,Crystal Palace,Nombre exact de buts de Crystal Palace,2,6.25,0
132,Arsenal,Crystal Palace,Nombre exact de buts de Crystal Palace,3 ou plus,20.0,0
133,Arsenal,Crystal Palace,Nombre de buts de Arsenal (intervalle),1-2,1.7,0
134,Arsenal,Crystal Palace,Nombre de buts de Arsenal (intervalle),1-3,1.3,87
135,Arsenal,Crystal Palace,Nombre de buts de Arsenal (intervalle),2-3,1.88,13
136,Arsenal,Crystal Palace,Nombre de buts de Arsenal (intervalle),4 et plus,4.5,0
137,Arsenal,Crystal Palace,Nombre de buts de Arsenal (intervalle),0,6.5,0
138,Arsenal,Crystal Palace,Nombre de buts de Crystal Palace (intervalle),1-2,1.9,0
139,Arsenal,Crystal Palace,Nombre de buts de Crystal Palace (intervalle),1-3,1.8,0
140,Arsenal,Crystal Palace,Nombre de buts de Crystal Palace (intervalle),2-3,5.3,0
141,Arsenal,Crystal Palace,Nombre de buts de Crystal Palace (intervalle),4 et plus,65.0,0
142,Arsenal,Crystal Palace,Nombre de buts de Crystal Palace (intervalle),0,1.74,0
143,Arsenal,Crystal Palace,Mi-temps/Fin de match,Arsenal/Arsenal,1.86,100
144,Arsenal,Crystal Palace,Mi-temps/Fin de match,Match nul/Arsenal,3.75,0
145,Arsenal,Crystal Palace,Mi-temps/Fin de match,Match nul/Match nul,6.5,0
146,Arsenal,Crystal Palace,Mi-temps/Fin de match,Crystal Palace/Crystal Palace,13.0,0
147,Arsenal,Crystal Palace,Mi-temps/Fin de match,Match nul/Crystal Palace,15.0,0
148,Arsenal,Crystal Palace,Mi-temps/Fin de match,Arsenal/Match nul,19.0,0
149,Arsenal,Crystal Palace,Mi-temps/Fin de match,Crystal Palace/Match nul,19.0,0
150,Arsenal,Crystal Palace,Mi-temps/Fin de match,Crystal Palace/Arsenal,22.0,0
151,Arsenal,Crystal Palace,Mi-temps/Fin de match,Arsenal/Crystal Palace,60.0,0
152,Arsenal,Crystal Palace,Marge de victoire,Arsenal gagne d'au moins 3 buts d'écart,3.25,0
153,Arsenal,Crystal Palace,Marge de victoire,Arsenal gagne par exactement 2 buts d'écart,3.75,0
154,Arsenal,Crystal Palace,Marge de victoire,Arsenal gagne par exactement 1 but d'écart,3.4,0
155,Arsenal,Crystal Palace,Marge de victoire,Match nul,4.3,0
156,Arsenal,Crystal Palace,Marge de victoire,Crystal Palace gagne par exactement 1 but d'écart,9.0,0
157,Arsenal,Crystal Palace,Marge de victoire,Crystal Palace gagne par exactement 2 buts d'écart,29.0,0
158,Arsenal,Crystal Palace,Marge de victoire,Crystal Palace gagne d'au moins 3 buts d'écart,65.0,0
159,Arsenal,Crystal Palace,Résultat et nombre de buts,"Arsenal et moins de 4,5",1.56,0
160,Arsenal,Crystal Palace,Résultat et nombre de buts,"Match nul et moins de 4,5",4.5,0
161,Arsenal,Crystal Palace,Résultat et nombre de buts,"Arsenal et plus de 4,5",5.3,0
162,Arsenal,Crystal Palace,Résultat et nombre de buts,"Crystal Palace et moins de 4,5",7.75,0
163,Arsenal,Crystal Palace,Résultat et nombre de buts,"Crystal Palace et plus de 4,5",48.0,0
164,Arsenal,Crystal Palace,Résultat et nombre de buts,"Match nul et plus de 4,5",65.0,0
165,Arsenal,Crystal Palace,Résultat et les deux équipes marquent,Arsenal et non,1.94,0
166,Arsenal,Crystal Palace,Résultat et les deux équipes marquent,Arsenal et oui,3.15,0
167,Arsenal,Crystal Palace,Résultat et les deux équipes marquent,Match nul et oui,6.0,0
168,Arsenal,Crystal Palace,Résultat et les deux équipes marquent,Match nul et non,11.5,0
169,Arsenal,Crystal Palace,Résultat et les deux équipes marquent,Crystal Palace et non,11.5,0
170,Arsenal,Crystal Palace,Résultat et les deux équipes marquent,Crystal Palace et oui,14.0,0
171,Arsenal,Crystal Palace,Équipe qui marque le 1er but et résultat,Arsenal marque et Arsenal gagne,1.42,0
172,Arsenal,Crystal Palace,Équipe qui marque le 1er but et résultat,Crystal Palace marque et Crystal Palace gagne,8.0,0
173,Arsenal,Crystal Palace,Équipe qui marque le 1er but et résultat,Crystal Palace marque et Arsenal gagne,9.0,0
174,Arsenal,Crystal Palace,Équipe qui marque le 1er but et résultat,Arsenal marque et match nul,11.0,0
175,Arsenal,Crystal Palace,Équipe qui marque le 1er but et résultat,Crystal Palace marque et match nul,11.0,0
176,Arsenal,Crystal Palace,Équipe qui marque le 1er but et résultat,Aucun but,11.5,0
177,Arsenal,Crystal Palace,Équipe qui marque le 1er but et résultat,Arsenal marque et Crystal Palace gagne,36.0,0
178,Arsenal,Crystal Palace,Double chance et nombre de buts,"Arsenal/match nul et moins de 4,5",1.24,100
179,Arsenal,Crystal Palace,Double chance et nombre de buts,"Arsenal/Crystal Palace et moins de 4,5",1.37,0
180,Arsenal,Crystal Palace,Double chance et nombre de buts,"Crystal Palace/match nul et moins de 4,5",3.15,0
181,Arsenal,Crystal Palace,Double chance et nombre de buts,"Arsenal/Crystal Palace et plus de 4,5",5.0,0
182,Arsenal,Crystal Palace,Double chance et nombre de buts,"Arsenal/match nul et plus de 4,5",5.1,0
183,Arsenal,Crystal Palace,Double chance et nombre de buts,"Crystal Palace/match nul et plus de 4,5",34.0,0
184,Arsenal,Crystal Palace,Double chance et les deux équipes marquent,Arsenal/match nul et non,1.74,0
185,Arsenal,Crystal Palace,Double chance et les deux équipes marquent,Arsenal/Crystal Palace et non,1.74,0
186,Arsenal,Crystal Palace,Double chance et les deux équipes marquent,Arsenal/match nul et oui,2.2,0
187,Arsenal,Crystal Palace,Double chance et les deux équipes marquent,Arsenal/Crystal Palace et oui,2.7,0
188,Arsenal,Crystal Palace,Double chance et les deux équipes marquent,Crystal Palace/match nul et oui,4.6,0
189,Arsenal,Crystal Palace,Double chance et les deux équipes marquent,Crystal Palace/match nul et non,6.5,0
190,Arsenal,Crystal Palace,Quelle équipe va marquer ?,Aucune,11.5,0
191,Arsenal,Crystal Palace,Quelle équipe va marquer ?,Seulement Arsenal,1.94,0
192,Arsenal,Crystal Palace,Quelle équipe va marquer ?,Seulement Crystal Palace,11.5,0
193,Arsenal,Crystal Palace,Quelle équipe va marquer ?,Les deux équipes,2.0,0
194,Arsenal,Crystal Palace,Arsenal garde sa cage inviolée,Oui,1.74,0
195,Arsenal,Crystal Palace,Arsenal garde sa cage inviolée,Non,1.8,0
196,Arsenal,Crystal Palace,Crystal Palace garde sa cage inviolée,Oui,6.5,0
197,Arsenal,Crystal Palace,Crystal Palace garde sa cage inviolée,Non,1.08,0
198,Arsenal,Crystal Palace,Arsenal gagne sans concéder de but,Oui,1.94,0
199,Arsenal,Crystal Palace,Arsenal gagne sans concéder de but,Non,1.62,0
200,Arsenal,Crystal Palace,Crystal Palace gagne sans concéder de but,Oui,12.0,0
201,Arsenal,Crystal Palace,Crystal Palace gagne sans concéder de but,Non,1.03,100
202,Arsenal,Crystal Palace,Arsenal gagne une des mi-temps,Oui,1.18,0
203,Arsenal,Crystal Palace,Arsenal gagne une des mi-temps,Non,3.95,0
204,Arsenal,Crystal Palace,Crystal Palace gagne une des mi-temps,Oui,3.75,0
205,Arsenal,Crystal Palace,Crystal Palace gagne une des mi-temps,Non,1.2,0
206,Arsenal,Crystal Palace,Arsenal gagne les deux mi-temps,Oui,2.85,100
207,Arsenal,Crystal Palace,Arsenal gagne les deux mi-temps,Non,1.31,0
208,Arsenal,Crystal Palace,Arsenal marque dans les deux mi-temps,Oui,2.0,0
209,Arsenal,Crystal Palace,Arsenal marque dans les deux mi-temps,Non,1.58,0
210,Arsenal,Crystal Palace,Crystal Palace marque dans les deux mi-temps,Oui,8.5,0
211,Arsenal,Crystal Palace,Crystal Palace marque dans les deux mi-temps,Non,1.05,0
212,Arsenal,Crystal Palace,Mi-temps - Double chance,Arsenal ou match nul,1.07,62
213,Arsenal,Crystal Palace,Mi-temps - Double chance,Arsenal ou Crystal Palace,1.45,0
214,Arsenal,Crystal Palace,Mi-temps - Double chance,Crystal Palace ou match nul,1.8,38
215,Arsenal,Crystal Palace,Mi-temps - Les 2 équipes marquent,Oui,4.9,0
216,Arsenal,Crystal Palace,Mi-temps - Les 2 équipes marquent,Non,1.12,0
217,Arsenal,Crystal Palace,Mi-temps - Nombre de buts de Arsenal,"Plus de 2,5",9.5,0
218,Arsenal,Crystal Palace,Mi-temps - Nombre de buts de Arsenal,"Moins de 2,5",1.04,0
219,Arsenal,Crystal Palace,Mi-temps - Nombre de buts de Crystal Palace,"Plus de 1,5",18.0,0
220,Arsenal,Crystal Palace,Mi-temps - Nombre de buts de Crystal Palace,"Moins de 1,5",1.02,0
221,Arsenal,Crystal Palace,Mi-temps - Nombre exact de buts,0,2.9,0
222,Arsenal,Crystal Palace,Mi-temps - Nombre exact de buts,1,2.35,0
223,Arsenal,Crystal Palace,Mi-temps - Nombre exact de buts,2,3.65,0
224,Arsenal,Crystal Palace,Mi-temps - Nombre exact de buts,3 ou plus,5.8,0
225,Arsenal,Crystal Palace,Mi-temps - Nombre de buts (intervalle),0,2.9,0
226,Arsenal,Crystal Palace,Mi-temps - Nombre de buts (intervalle),1-2,1.54,0
227,Arsenal,Crystal Palace,Mi-temps - Nombre de buts (intervalle),1-3,1.36,100
228,Arsenal,Crystal Palace,Mi-temps - Nombre de buts (intervalle),2-3,2.7,0
229,Arsenal,Crystal Palace,Mi-temps - Nombre de buts (intervalle),4 et plus,17.0,0
230,Arsenal,Crystal Palace,Mi-temps - Vainqueur (remboursé si match nul),Arsenal,1.15,100
231,Arsenal,Crystal Palace,Mi-temps - Vainqueur (remboursé si match nul),Crystal Palace,4.3,0
232,Arsenal,Crystal Palace,Mi-temps - Arsenal gardera t-il sa cage inviolée ?,Oui,1.25,0
233,Arsenal,Crystal Palace,Mi-temps - Arsenal gardera t-il sa cage inviolée ?,Non,3.25,0
234,Arsenal,Crystal Palace,Mi-temps - Crystal Palace gardera t-il sa cage inviolée ?,Oui,2.2,0
235,Arsenal,Crystal Palace,Mi-temps - Crystal Palace gardera t-il sa cage inviolée ?,Non,1.48,0
236,Arsenal,Crystal Palace,Mi-temps - Résultat et nombre de buts,"Match nul et moins de 1,5",2.9,0
237,Arsenal,Crystal Palace,Mi-temps - Résultat et nombre de buts,"Arsenal et moins de 1,5",3.05,0
238,Arsenal,Crystal Palace,Mi-temps - Résultat et nombre de buts,"Arsenal et plus de 1,5",3.45,0
239,Arsenal,Crystal Palace,Mi-temps - Résultat et nombre de buts,"Match nul et plus de 1,5",8.0,0
240,Arsenal,Crystal Palace,Mi-temps - Résultat et nombre de buts,"Crystal Palace et moins de 1,5",8.0,0
241,Arsenal,Crystal Palace,Mi-temps - Résultat et nombre de buts,"Crystal Palace et plus de 1,5",22.0,0
242,Arsenal,Crystal Palace,Mi-temps  - Double chance et les deux équipes marquent,Arsenal/match nul et non,1.25,0
243,Arsenal,Crystal Palace,Mi-temps  - Double chance et les deux équipes marquent,Arsenal/Crystal Palace et non,1.6,0
244,Arsenal,Crystal Palace,Mi-temps  - Double chance et les deux équipes marquent,Crystal Palace/match nul et non,2.2,0
245,Arsenal,Crystal Palace,Mi-temps  - Double chance et les deux équipes marquent,Arsenal/match nul et oui,5.3,0
246,Arsenal,Crystal Palace,Mi-temps  - Double chance et les deux équipes marquent,Crystal Palace/match nul et oui,7.25,0
247,Arsenal,Crystal Palace,Mi-temps  - Double chance et les deux équipes marquent,Arsenal/Crystal Palace et oui,9.5,0
248,Arsenal,Crystal Palace,Mi-temps avec le plus de buts,1re mi-temps,2.9,0
249,Arsenal,Crystal Palace,Mi-temps avec le plus de buts,Égalité,3.35,0
250,Arsenal,Crystal Palace,Mi-temps avec le plus de buts,2de mi-temps,1.9,0
251,Aston Villa,Newcastle United,Résultat,Aston Villa,1.84,82
252,Aston Villa,Newcastle United,Résultat,Match nul,3.5,12
253,Aston Villa,Newcastle United,Résultat,Newcastle,3.15,6
254,Aston Villa,Newcastle United,Double chance,Aston Villa ou match nul,1.26,98
255,Aston Villa,Newcastle United,Double chance,Aston Villa ou Newcastle,1.22,1
256,Aston Villa,Newcastle United,Double chance,Newcastle ou match nul,1.78,1
257,Aston Villa,Newcastle United,Score exact,0 - 0,14.5,0
258,Aston Villa,Newcastle United,Score exact,1 - 0,9.0,0
259,Aston Villa,Newcastle United,Score exact,2 - 0,9.5,0
260,Aston Villa,Newcastle United,Score exact,3 - 0,15.0,0
261,Aston Villa,Newcastle United,Score exact,4 - 0,30.0,0
262,Aston Villa,Newcastle United,Score exact,5 - 0,55.0,0
263,Aston Villa,Newcastle United,Score exact,0 - 1,12.0,0
264,Aston Villa,Newcastle United,Score exact,1 - 1,6.75,0
265,Aston Villa,Newcastle United,Score exact,2 - 1,7.75,0
266,Aston Villa,Newcastle United,Score exact,3 - 1,11.5,0
267,Aston Villa,Newcastle United,Score exact,4 - 1,23.0,0
268,Aston Villa,Newcastle United,Score exact,5 - 1,50.0,0
269,Aston Villa,Newcastle United,Score exact,0 - 2,18.0,0
270,Aston Villa,Newcastle United,Score exact,1 - 2,10.0,0
271,Aston Villa,Newcastle United,Score exact,2 - 2,10.0,0
272,Aston Villa,Newcastle United,Score exact,3 - 2,17.0,0
273,Aston Villa,Newcastle United,Score exact,4 - 2,34.0,0
274,Aston Villa,Newcastle United,Score exact,5 - 2,60.0,0
275,Aston Villa,Newcastle United,Score exact,0 - 3,36.0,0
276,Aston Villa,Newcastle United,Score exact,1 - 3,21.0,0
277,Aston Villa,Newcastle United,Score exact,2 - 3,23.0,0
278,Aston Villa,Newcastle United,Score exact,3 - 3,32.0,0
279,Aston Villa,Newcastle United,Score exact,4 - 3,55.0,0
280,Aston Villa,Newcastle United,Score exact,5 - 3,100.0,0
281,Aston Villa,Newcastle United,Score exact,0 - 4,65.0,0
282,Aston Villa,Newcastle United,Score exact,1 - 4,50.0,0
283,Aston Villa,Newcastle United,Score exact,2 - 4,50.0,0
284,Aston Villa,Newcastle United,Score exact,3 - 4,65.0,0
285,Aston Villa,Newcastle United,Score exact,4 - 4,100.0,0
286,Aston Villa,Newcastle United,Score exact,5 - 4,200.0,0
287,Aston Villa,Newcastle United,Score exact,0 - 5,160.0,0
288,Aston Villa,Newcastle United,Score exact,1 - 5,100.0,0
289,Aston Villa,Newcastle United,Score exact,2 - 5,110.0,0
290,Aston Villa,Newcastle United,Score exact,3 - 5,150.0,0
291,Aston Villa,Newcastle United,Score exact,4 - 5,275.0,0
292,Aston Villa,Newcastle United,Score exact,Autre,40.0,0
293,Aston Villa,Newcastle United,Score exact multichance,1-0 ou 2-0 ou 3-0,4.1,0
294,Aston Villa,Newcastle United,Score exact multichance,0-1 ou 0-2 ou 0-3,6.75,0
295,Aston Villa,Newcastle United,Score exact multichance,4-0 ou 5-0 ou 6-0,21.0,0
296,Aston Villa,Newcastle United,Score exact multichance,0-4 ou 0-5 ou 0-6,60.0,0
297,Aston Villa,Newcastle United,Score exact multichance,2-1 ou 3-1 ou 4-1,4.4,0
298,Aston Villa,Newcastle United,Score exact multichance,1-2 ou 1-3 ou 1-4,6.75,0
299,Aston Villa,Newcastle United,Score exact multichance,3-2 ou 4-2 ou 4-3 ou 5-1,9.5,0
300,Aston Villa,Newcastle United,Score exact multichance,2-3 ou 2-4 ou 3-4 ou 1-5,15.0,0
301,Aston Villa,Newcastle United,Score exact multichance,Autre victoire à domicile,30.0,0
302,Aston Villa,Newcastle United,Score exact multichance,Autre victoire à l'extérieur,60.0,0
303,Aston Villa,Newcastle United,Score exact multichance,Match nul,3.45,0
304,Aston Villa,Newcastle United,Les 2 équipes marquent,Oui,1.49,100
305,Aston Villa,Newcastle United,Les 2 équipes marquent,Non,2.3,0
306,Aston Villa,Newcastle United,Écart de buts|Aston Villa gagne par au moins 3 buts d'écart,Oui,6.0,0
307,Aston Villa,Newcastle United,Écart de buts|Aston Villa gagne par au moins 3 buts d'écart,Non,1.09,100
308,Aston Villa,Newcastle United,Écart de buts|Aston Villa gagne par au moins 2 buts d'écart,Oui,3.05,0
309,Aston Villa,Newcastle United,Écart de buts|Aston Villa gagne par au moins 2 buts d'écart,Non,1.28,0
310,Aston Villa,Newcastle United,Écart de buts|Newcastle gagne par au moins 2 buts d'écart,Non,1.08,100
311,Aston Villa,Newcastle United,Écart de buts|Newcastle gagne par au moins 2 buts d'écart,Oui,6.25,0
312,Aston Villa,Newcastle United,Écart de buts (handicap),Aston Villa +1.5,1.08,0
313,Aston Villa,Newcastle United,Écart de buts (handicap),Newcastle -1.5,6.25,0
314,Aston Villa,Newcastle United,Nombre de buts,Plus de 5,6.5,0
315,Aston Villa,Newcastle United,Nombre de buts,Moins de 5,1.1,0
316,Aston Villa,Newcastle United,Vainqueur (remboursé si match nul),Aston Villa,1.44,100
317,Aston Villa,Newcastle United,Vainqueur (remboursé si match nul),Newcastle,2.45,0
318,Aston Villa,Newcastle United,Équipe qui marque le 1er but,Aston Villa,1.6,0
319,Aston Villa,Newcastle United,Équipe qui marque le 1er but,Aucune,14.5,0
320,Aston Villa,Newcastle United,Équipe qui marque le 1er but,Newcastle,2.15,0
321,Aston Villa,Newcastle United,Équipe qui marque le dernier but,Aston Villa,1.6,0
322,Aston Villa,Newcastle United,Équipe qui marque le dernier but,Aucune,14.5,0
323,Aston Villa,Newcastle United,Équipe qui marque le dernier but,Newcastle,2.15,0
324,Aston Villa,Newcastle United,Mi-temps - Résultat,Aston Villa,2.3,0
325,Aston Villa,Newcastle United,Mi-temps - Résultat,Match nul,2.2,0
326,Aston Villa,Newcastle United,Mi-temps - Résultat,Newcastle,3.5,0
