,home_team,away_team,bet_type,outcome,odd
620,Newcastle,Manchester City,Total de buts - Manchester City,"+ de 1,5",1.50
621,Newcastle,Manchester City,Total de buts - Manchester City,"- de 1,5",2.25
622,Newcastle,Manchester City,Total de buts - Manchester City,"+ de 2,5",2.52
623,Newcastle,Manchester City,Total de buts - Manchester City,"- de 2,5",1.41
624,Newcastle,Manchester City,Écart de buts,Newcastle gagne de 4 buts ou +,25
625,Newcastle,Manchester City,Écart de buts,Newcastle gagne de 3 buts exactement,7.65
626,Newcastle,Manchester City,Écart de buts,Manchester City ne perd pas ou perd de 2 buts ou -,1.01
627,Newcastle,Manchester City,Première équipe à marquer,Newcastle,2.76
628,Newcastle,Manchester City,Première équipe à marquer,Pas de but dans le match,17
629,Newcastle,Manchester City,Première équipe à marquer,Manchester City,1.45
630,Newcastle,Manchester City,Score exact,1 - 0,17
631,Newcastle,Manchester City,Score exact,0 - 0,17
632,Newcastle,Manchester City,Score exact,0 - 1,8.60
633,Newcastle,Manchester City,Score exact,2 - 0,35
634,Newcastle,Manchester City,Score exact,1 - 1,8.00
635,Newcastle,Manchester City,Score exact,0 - 2,8.20
636,Newcastle,Manchester City,Score exact,2 - 1,17
637,Newcastle,Manchester City,Score exact,2 - 2,15
638,Newcastle,Manchester City,Score exact,1 - 2,8.20
639,Newcastle,Manchester City,1ère mi-temps - Résultat,Newcastle,5.10
640,Newcastle,Manchester City,1ère mi-temps - Résultat,Nul,2.39
641,Newcastle,Manchester City,1ère mi-temps - Résultat,Manchester City,2.02
642,Nottingham Forest,Arsenal,Résultat du match (temps réglementaire),,1.41
643,Nottingham Forest,Arsenal,Double chance,Nottingham Forest ou Nul,2.51
644,Nottingham Forest,Arsenal,Double chance,Nottingham Forest ou Arsenal,1.13
645,Nottingham Forest,Arsenal,Double chance,Nul ou Arsenal,1.08
646,Nottingham Forest,Arsenal,Nombre total de buts,"+ de 1,5",1.18
647,Nottingham Forest,Arsenal,Nombre total de buts,"- de 1,5",3.80
648,Nottingham Forest,Arsenal,Nombre total de buts,"+ de 2,5",1.60
649,Nottingham Forest,Arsenal,Nombre total de buts,"- de 2,5",1.90
650,Nottingham Forest,Arsenal,Nombre total de buts,"+ de 3,5",2.45
651,Nottingham Forest,Arsenal,Nombre total de buts,"- de 3,5",1.35
652,Nottingham Forest,Arsenal,But pour les 2 équipes,Oui,1.78
653,Nottingham Forest,Arsenal,But pour les 2 équipes,Non,1.71
654,Nottingham Forest,Arsenal,Total de buts - Nottingham Forest,"+ de 0,5",1.58
655,Nottingham Forest,Arsenal,Total de buts - Nottingham Forest,"- de 0,5",1.97
656,Nottingham Forest,Arsenal,Total de buts - Nottingham Forest,"+ de 1,5",3.53
657,Nottingham Forest,Arsenal,Total de buts - Nottingham Forest,"- de 1,5",1.15
658,Nottingham Forest,Arsenal,Total de buts - Nottingham Forest,"+ de 2,5",15.50
659,Nottingham Forest,Arsenal,Total de buts - Nottingham Forest,"- de 2,5",1.01
660,Nottingham Forest,Arsenal,Total de buts - Arsenal,"+ de 0,5",1.08
661,Nottingham Forest,Arsenal,Total de buts - Arsenal,"- de 0,5",6.45
662,Nottingham Forest,Arsenal,Total de buts - Arsenal,"+ de 1,5",1.46
663,Nottingham Forest,Arsenal,Total de buts - Arsenal,"- de 1,5",2.14
664,Nottingham Forest,Arsenal,Total de buts - Arsenal,"+ de 2,5",2.53
665,Nottingham Forest,Arsenal,Total de buts - Arsenal,"- de 2,5",1.37
666,Nottingham Forest,Arsenal,Écart de buts,Nottingham Forest gagne de 3 buts ou +,80
667,Nottingham Forest,Arsenal,Écart de buts,Nottingham Forest gagne de 2 buts exactement,24
668,Nottingham Forest,Arsenal,Écart de buts,Arsenal ne perd pas ou perd de 1 but exactement,1.01
669,Nottingham Forest,Arsenal,Première équipe à marquer,Nottingham Forest,3.00
670,Nottingham Forest,Arsenal,Première équipe à marquer,Pas de but dans le match,14.25
671,Nottingham Forest,Arsenal,Première équipe à marquer,Arsenal,1.35
672,Nottingham Forest,Arsenal,Score exact,1 - 0,17
673,Nottingham Forest,Arsenal,Score exact,0 - 0,14
674,Nottingham Forest,Arsenal,Score exact,0 - 1,7.00
675,Nottingham Forest,Arsenal,Score exact,2 - 0,40
676,Nottingham Forest,Arsenal,Score exact,1 - 1,8.40
677,Nottingham Forest,Arsenal,Score exact,0 - 2,6.80
678,Nottingham Forest,Arsenal,Score exact,2 - 1,21
679,Nottingham Forest,Arsenal,Score exact,2 - 2,19
680,Nottingham Forest,Arsenal,Score exact,1 - 2,8.20
681,Nottingham Forest,Arsenal,1ère mi-temps - Résultat,Nottingham Forest,5.80
682,Nottingham Forest,Arsenal,1ère mi-temps - Résultat,Nul,2.27
683,Nottingham Forest,Arsenal,1ère mi-temps - Résultat,Arsenal,1.87
684,Sheffield United,West Ham,Résultat du match (temps réglementaire),,1.84
685,Sheffield United,West Ham,Double chance,Sheffield United ou Nul,1.78
686,Sheffield United,West Ham,Double chance,Sheffield United ou West Ham,1.20
687,Sheffield United,West Ham,Double chance,Nul ou West Ham,1.20
688,Sheffield United,West Ham,Nombre total de buts,"+ de 0,5",1.02
689,Sheffield United,West Ham,Nombre total de buts,"- de 0,5",12
690,Sheffield United,West Ham,Nombre total de buts,"+ de 1,5",1.20
691,Sheffield United,West Ham,Nombre total de buts,"- de 1,5",3.50
692,Sheffield United,West Ham,Nombre total de buts,"+ de 2,5",1.68
693,Sheffield United,West Ham,Nombre total de buts,"- de 2,5",1.80
694,Sheffield United,West Ham,But pour les 2 équipes,Oui,1.63
695,Sheffield United,West Ham,But pour les 2 équipes,Non,1.88
696,Sheffield United,West Ham,Total de buts - Sheffield United,"+ de 0,5",1.38
697,Sheffield United,West Ham,Total de buts - Sheffield United,"- de 0,5",2.54
698,Sheffield United,West Ham,Total de buts - Sheffield United,"+ de 1,5",2.75
699,Sheffield United,West Ham,Total de buts - Sheffield United,"- de 1,5",1.30
700,Sheffield United,West Ham,Total de buts - Sheffield United,"+ de 2,5",8.45
701,Sheffield United,West Ham,Total de buts - Sheffield United,"- de 2,5",1.05
702,Sheffield United,West Ham,Total de buts - West Ham,"+ de 0,5",1.15
703,Sheffield United,West Ham,Total de buts - West Ham,"- de 0,5",4.48
704,Sheffield United,West Ham,Total de buts - West Ham,"+ de 1,5",1.77
705,Sheffield United,West Ham,Total de buts - West Ham,"- de 1,5",1.77
706,Sheffield United,West Ham,Total de buts - West Ham,"+ de 2,5",3.57
707,Sheffield United,West Ham,Total de buts - West Ham,"- de 2,5",1.22
708,Sheffield United,West Ham,Total de buts - West Ham,"+ de 3,5",5.75
709,Sheffield United,West Ham,Total de buts - West Ham,"- de 3,5",1.05
710,Sheffield United,West Ham,Écart de buts,Sheffield United gagne de 4 buts ou +,23
711,Sheffield United,West Ham,Écart de buts,Sheffield United gagne de 3 buts exactement,7.70
712,Sheffield United,West Ham,Écart de buts,West Ham ne perd pas ou perd de 2 buts ou -,1.01
713,Sheffield United,West Ham,Première équipe à marquer,Sheffield United,2.37
714,Sheffield United,West Ham,Première équipe à marquer,Pas de but dans le match,12.25
715,Sheffield United,West Ham,Première équipe à marquer,West Ham,1.60
716,Sheffield United,West Ham,Score exact,1 - 0,12
717,Sheffield United,West Ham,Score exact,0 - 0,12
718,Sheffield United,West Ham,Score exact,0 - 1,8.00
719,Sheffield United,West Ham,Score exact,2 - 0,22
720,Sheffield United,West Ham,Score exact,1 - 1,6.60
721,Sheffield United,West Ham,Score exact,0 - 2,9.20
722,Sheffield United,West Ham,Score exact,2 - 1,13
723,Sheffield United,West Ham,Score exact,2 - 2,14
724,Sheffield United,West Ham,Score exact,1 - 2,8.40
725,Sheffield United,West Ham,1ère mi-temps - Résultat,Sheffield United,4.12
726,Sheffield United,West Ham,1ère mi-temps - Résultat,Nul,2.15
727,Sheffield United,West Ham,1ère mi-temps - Résultat,West Ham,2.37
728,Tottenham,Brentford,Résultat du match (temps réglementaire),,4.33
729,Tottenham,Brentford,Double chance,Tottenham ou Nul,1.15
730,Tottenham,Brentford,Double chance,Tottenham ou Brentford,1.16
731,Tottenham,Brentford,Double chance,Nul ou Brentford,2.08
732,Tottenham,Brentford,Nombre total de buts,"+ de 1,5",1.12
733,Tottenham,Brentford,Nombre total de buts,"- de 1,5",4.80
734,Tottenham,Brentford,Nombre total de buts,"+ de 2,5",1.45
735,Tottenham,Brentford,Nombre total de buts,"- de 2,5",2.20
736,Tottenham,Brentford,Nombre total de buts,"+ de 3,5",2.10
737,Tottenham,Brentford,Nombre total de buts,"- de 3,5",1.50
738,Tottenham,Brentford,But pour les 2 équipes,Oui,1.49
739,Tottenham,Brentford,But pour les 2 équipes,Non,2.09
740,Tottenham,Brentford,Total de buts - Tottenham,"+ de 0,5",1.07
741,Tottenham,Brentford,Total de buts - Tottenham,"- de 0,5",6.50
742,Tottenham,Brentford,Total de buts - Tottenham,"+ de 1,5",1.46
743,Tottenham,Brentford,Total de buts - Tottenham,"- de 1,5",2.15
744,Tottenham,Brentford,Total de buts - Tottenham,"+ de 2,5",2.52
745,Tottenham,Brentford,Total de buts - Tottenham,"- de 2,5",1.37
746,Tottenham,Brentford,Total de buts - Brentford,"+ de 0,5",1.33
747,Tottenham,Brentford,Total de buts - Brentford,"- de 0,5",2.67
748,Tottenham,Brentford,Total de buts - Brentford,"+ de 1,5",2.54
749,Tottenham,Brentford,Total de buts - Brentford,"- de 1,5",1.32
750,Tottenham,Brentford,Total de buts - Brentford,"+ de 2,5",7.60
751,Tottenham,Brentford,Total de buts - Brentford,"- de 2,5",1.06
752,Tottenham,Brentford,Écart de buts,Tottenham gagne de 5 buts ou +,13.50
753,Tottenham,Brentford,Écart de buts,Tottenham gagne de 4 buts exactement,7.95
754,Tottenham,Brentford,Écart de buts,Brentford ne perd pas ou perd de 3 buts ou -,1.03
755,Tottenham,Brentford,Première équipe à marquer,Tottenham,1.46
756,Tottenham,Brentford,Première équipe à marquer,Pas de but dans le match,19
757,Tottenham,Brentford,Première équipe à marquer,Brentford,2.45
758,Tottenham,Brentford,Score exact,1 - 0,9.80
759,Tottenham,Brentford,Score exact,0 - 0,19
760,Tottenham,Brentford,Score exact,0 - 1,18
761,Tottenham,Brentford,Score exact,2 - 0,9.40
762,Tottenham,Brentford,Score exact,1 - 1,8.00
763,Tottenham,Brentford,Score exact,0 - 2,30
764,Tottenham,Brentford,Score exact,2 - 1,8.20
765,Tottenham,Brentford,Score exact,2 - 2,13
766,Tottenham,Brentford,Score exact,1 - 2,15
767,Tottenham,Brentford,1ère mi-temps - Résultat,Tottenham,2.02
768,Tottenham,Brentford,1ère mi-temps - Résultat,Nul,2.34
769,Tottenham,Brentford,1ère mi-temps - Résultat,Brentford,4.37
770,West Ham,Bournemouth,Résultat du match (temps réglementaire),,3.02
771,West Ham,Bournemouth,Double chance,West Ham ou Nul,1.29
772,West Ham,Bournemouth,Double chance,West Ham ou Bournemouth,1.19
773,West Ham,Bournemouth,Double chance,Nul ou Bournemouth,1.66
774,West Ham,Bournemouth,Nombre total de buts,"+ de 1,5",1.15
775,West Ham,Bournemouth,Nombre total de buts,"- de 1,5",4.20
776,West Ham,Bournemouth,Nombre total de buts,"+ de 2,5",1.55
777,West Ham,Bournemouth,Nombre total de buts,"- de 2,5",2.00
778,West Ham,Bournemouth,Nombre total de buts,"+ de 3,5",2.30
779,West Ham,Bournemouth,Nombre total de buts,"- de 3,5",1.40
780,West Ham,Bournemouth,But pour les 2 équipes,Oui,1.50
781,West Ham,Bournemouth,But pour les 2 équipes,Non,2.09
782,West Ham,Bournemouth,Total de buts - West Ham,"+ de 0,5",1.13
783,West Ham,Bournemouth,Total de buts - West Ham,"- de 0,5",4.57
784,West Ham,Bournemouth,Total de buts - West Ham,"+ de 1,5",1.72
785,West Ham,Bournemouth,Total de buts - West Ham,"- de 1,5",1.76
786,West Ham,Bournemouth,Total de buts - West Ham,"+ de 2,5",3.48
787,West Ham,Bournemouth,Total de buts - West Ham,"- de 2,5",1.21
788,West Ham,Bournemouth,Total de buts - West Ham,"+ de 3,5",5.20
789,West Ham,Bournemouth,Total de buts - West Ham,"- de 3,5",1.04
790,West Ham,Bournemouth,Total de buts - Bournemouth,"+ de 0,5",1.25
791,West Ham,Bournemouth,Total de buts - Bournemouth,"- de 0,5",3.15
792,West Ham,Bournemouth,Total de buts - Bournemouth,"+ de 1,5",2.20
793,West Ham,Bournemouth,Total de buts - Bournemouth,"- de 1,5",1.44
794,West Ham,Bournemouth,Total de buts - Bournemouth,"+ de 2,5",5.70
795,West Ham,Bournemouth,Total de buts - Bournemouth,"- de 2,5",1.09
796,West Ham,Bournemouth,Total de buts - Bournemouth,"+ de 3,5",6.20
797,West Ham,Bournemouth,Total de buts - Bournemouth,"- de 3,5",1.01
798,West Ham,Bournemouth,Écart de buts,West Ham gagne de 5 buts ou +,18
799,West Ham,Bournemouth,Écart de buts,West Ham gagne de 4 buts exactement,8.20
800,West Ham,Bournemouth,Écart de buts,Bournemouth ne perd pas ou perd de 3 buts ou -,1.01
801,West Ham,Bournemouth,Première équipe à marquer,West Ham,1.66
802,West Ham,Bournemouth,Première équipe à marquer,Pas de but dans le match,16.25
803,West Ham,Bournemouth,Première équipe à marquer,Bournemouth,2.08
804,West Ham,Bournemouth,Score exact,1 - 0,9.80
805,West Ham,Bournemouth,Score exact,0 - 0,16
806,West Ham,Bournemouth,Score exact,0 - 1,13
807,West Ham,Bournemouth,Score exact,2 - 0,11
808,West Ham,Bournemouth,Score exact,1 - 1,7.20
809,West Ham,Bournemouth,Score exact,0 - 2,19
810,West Ham,Bournemouth,Score exact,2 - 1,8.60
811,West Ham,Bournemouth,Score exact,2 - 2,13
812,West Ham,Bournemouth,Score exact,1 - 2,11
813,West Ham,Bournemouth,1ère mi-temps - Résultat,West Ham,2.48
814,West Ham,Bournemouth,1ère mi-temps - Résultat,Nul,2.19
815,West Ham,Bournemouth,1ère mi-temps - Résultat,Bournemouth,3.45
816,Wolverhampton,Manchester United,Résultat du match (temps réglementaire),,2.39
817,Wolverhampton,Manchester United,Double chance,Wolverhampton ou Nul,1.44
818,Wolverhampton,Manchester United,Double chance,Wolverhampton ou Manchester United,1.22
819,Wolverhampton,Manchester United,Double chance,Nul ou Manchester United,1.41
820,Wolverhampton,Manchester United,Nombre total de buts,"+ de 1,5",1.17
821,Wolverhampton,Manchester United,Nombre total de buts,"- de 1,5",3.90
822,Wolverhampton,Manchester United,Nombre total de buts,"+ de 2,5",1.60
823,Wolverhampton,Manchester United,Nombre total de buts,"- de 2,5",1.90
824,Wolverhampton,Manchester United,Nombre total de buts,"+ de 3,5",2.45
825,Wolverhampton,Manchester United,Nombre total de buts,"- de 3,5",1.35
826,Wolverhampton,Manchester United,But pour les 2 équipes,Oui,1.52
827,Wolverhampton,Manchester United,But pour les 2 équipes,Non,2.06
828,Wolverhampton,Manchester United,Total de buts - Wolverhampton,"+ de 0,5",1.21
829,Wolverhampton,Manchester United,Total de buts - Wolverhampton,"- de 0,5",3.55
830,Wolverhampton,Manchester United,Total de buts - Wolverhampton,"+ de 1,5",2.02
831,Wolverhampton,Manchester United,Total de buts - Wolverhampton,"- de 1,5",1.53
832,Wolverhampton,Manchester United,Total de buts - Wolverhampton,"+ de 2,5",4.78
833,Wolverhampton,Manchester United,Total de buts - Wolverhampton,"- de 2,5",1.12
834,Wolverhampton,Manchester United,Total de buts - Wolverhampton,"+ de 3,5",5.95
835,Wolverhampton,Manchester United,Total de buts - Wolverhampton,"- de 3,5",1.02
836,Wolverhampton,Manchester United,Total de buts - Manchester United,"+ de 0,5",1.20
837,Wolverhampton,Manchester United,Total de buts - Manchester United,"- de 0,5",3.65
838,Wolverhampton,Manchester United,Total de buts - Manchester United,"+ de 1,5",1.98
839,Wolverhampton,Manchester United,Total de buts - Manchester United,"- de 1,5",1.55
840,Wolverhampton,Manchester United,Total de buts - Manchester United,"+ de 2,5",4.58
841,Wolverhampton,Manchester United,Total de buts - Manchester United,"- de 2,5",1.13
842,Wolverhampton,Manchester United,Total de buts - Manchester United,"+ de 3,5",5.90
843,Wolverhampton,Manchester United,Total de buts - Manchester United,"- de 3,5",1.02
844,Wolverhampton,Manchester United,Écart de buts,Wolverhampton gagne de 4 buts ou +,16.50
845,Wolverhampton,Manchester United,Écart de buts,Wolverhampton gagne de 3 buts exactement,7.70
846,Wolverhampton,Manchester United,Écart de buts,Manchester United ne perd pas ou perd de 2 buts ou -,1.02
847,Wolverhampton,Manchester United,Première équipe à marquer,Wolverhampton,1.88
848,Wolverhampton,Manchester United,Première équipe à marquer,Pas de but dans le match,14.25
849,Wolverhampton,Manchester United,Première équipe à marquer,Manchester United,1.84
850,Wolverhampton,Manchester United,Score exact,1 - 0,11
851,Wolverhampton,Manchester United,Score exact,0 - 0,14
852,Wolverhampton,Manchester United,Score exact,0 - 1,10
853,Wolverhampton,Manchester United,Score exact,2 - 0,14
854,Wolverhampton,Manchester United,Score exact,1 - 1,6.60
855,Wolverhampton,Manchester United,Score exact,0 - 2,14
856,Wolverhampton,Manchester United,Score exact,2 - 1,9.80
857,Wolverhampton,Manchester United,Score exact,2 - 2,12
858,Wolverhampton,Manchester United,Score exact,1 - 2,9.60
859,Wolverhampton,Manchester United,1ère mi-temps - Résultat,Wolverhampton,2.98
860,Wolverhampton,Manchester United,1ère mi-temps - Résultat,Nul,2.13
861,Wolverhampton,Manchester United,1ère mi-temps - Résultat,Manchester United,2.89
